Date,AUD,CAD,CHF,EUR,GBP,JPY,NOK,NZD,SEK
200007,0.5787,0.672043,0.599197,0.926600,1.4983,0.00911743,0.112816,0.4540,0.109027
200008,0.5764,0.679348,0.573888,0.887800,1.4515,0.00937559,0.110078,0.4268,0.105876
200009,0.5415,0.663570,0.579206,0.883700,1.4787,0.00926784,0.110223,0.4075,0.103864
200010,0.5181,0.654750,0.556235,0.848600,1.4505,0.00916170,0.107770,0.3962,0.100030
200011,0.5262,0.651254,0.575871,0.869400,1.4210,0.00901469,0.107712,0.4092,0.099602
200012,0.5560,0.666889,0.617208,0.938800,1.4955,0.00874508,0.113623,0.4423,0.105887
200101,0.5480,0.666889,0.608828,0.930800,1.4613,0.00859180,0.113182,0.4425,0.105012
200102,0.5248,0.652742,0.597514,0.921200,1.4433,0.00852660,0.112076,0.4303,0.101885
200103,0.4881,0.633553,0.576037,0.879400,1.4190,0.00796559,0.109319,0.4033,0.096339
200104,0.5096,0.651042,0.576535,0.887400,1.4306,0.00809258,0.109878,0.4128,0.097466
200105,0.5068,0.646789,0.556483,0.845500,1.4175,0.00841184,0.106621,0.4083,0.092678
200106,0.5100,0.658979,0.556545,0.847400,1.4077,0.00801732,0.107193,0.4047,0.091903
200107,0.5080,0.653168,0.578536,0.875200,1.4252,0.00800000,0.109469,0.4119,0.094118
200108,0.5277,0.646078,0.598874,0.909000,1.4510,0.00842105,0.112803,0.4375,0.095868
200109,0.4946,0.633032,0.617742,0.909900,1.4691,0.00838715,0.112613,0.4067,0.093571
200110,0.5030,0.628733,0.611733,0.899300,1.4534,0.00816060,0.112309,0.4125,0.093712
200111,0.5203,0.636254,0.609570,0.895800,1.4255,0.00811557,0.112032,0.4163,0.093686
200112,0.5117,0.627943,0.602482,0.890100,1.4543,0.00763126,0.111453,0.4161,0.095629
200201,0.5072,0.628338,0.581734,0.859400,1.4120,0.00745935,0.109794,0.4167,0.093703
200202,0.5167,0.623092,0.587372,0.865800,1.4129,0.00746491,0.112139,0.4213,0.095511
200203,0.5333,0.626645,0.594530,0.871700,1.4250,0.00753580,0.112956,0.4405,0.096497
200204,0.5372,0.637714,0.616675,0.900200,1.4565,0.00778513,0.118977,0.4472,0.097276
200205,0.5660,0.654664,0.637227,0.933900,1.4625,0.00805607,0.124961,0.4790,0.102622
200206,0.5628,0.658328,0.670241,0.985600,1.5245,0.00834376,0.132908,0.4860,0.108613
200207,0.5445,0.631114,0.674172,0.979600,1.5625,0.00834934,0.131234,0.4685,0.105097
200208,0.5495,0.641643,0.666356,0.980600,1.5476,0.00842034,0.132686,0.4679,0.106383
200209,0.5429,0.630398,0.677599,0.987900,1.5700,0.00821423,0.134953,0.4698,0.107828
200210,0.5548,0.640615,0.675447,0.988100,1.5630,0.00814465,0.134129,0.4856,0.108832
200211,0.5601,0.638651,0.672948,0.993200,1.5553,0.00814863,0.136351,0.4980,0.110181
200212,0.5625,0.632911,0.722909,1.048500,1.6095,0.00842105,0.144144,0.5239,0.115009
200301,0.5860,0.654193,0.730834,1.073900,1.6448,0.00833611,0.143554,0.5440,0.116090
200302,0.6075,0.672043,0.737626,1.077900,1.5737,0.00845881,0.139509,0.5580,0.117578
200303,0.6045,0.680504,0.738662,1.090000,1.5790,0.00846955,0.137438,0.5538,0.118015
200304,0.6262,0.697545,0.738280,1.118000,1.6000,0.00839842,0.142959,0.5600,0.122399
200305,0.6513,0.729288,0.767931,1.176600,1.6393,0.00836820,0.149439,0.5759,0.128776
200306,0.6713,0.737572,0.739700,1.150200,1.6529,0.00834237,0.138418,0.5866,0.125023
200307,0.6474,0.710530,0.728014,1.123100,1.6090,0.00830427,0.137212,0.5789,0.121655
200308,0.6490,0.722022,0.714031,1.098600,1.5773,0.00856825,0.133218,0.5785,0.119554
200309,0.6797,0.740357,0.757117,1.165000,1.6620,0.00897424,0.141729,0.5950,0.129029
200310,0.7077,0.757863,0.747272,1.160900,1.6956,0.00908265,0.141024,0.6118,0.127975
200311,0.7236,0.770832,0.774174,1.199500,1.7219,0.00912992,0.146542,0.6395,0.132433
200312,0.7520,0.773814,0.807754,1.259700,1.7842,0.00933445,0.150015,0.6557,0.138985
200401,0.7625,0.753864,0.794092,1.245200,1.8215,0.00944822,0.142529,0.6705,0.134916
200402,0.7717,0.745990,0.788644,1.244100,1.8575,0.00915248,0.141904,0.6852,0.134535
200403,0.7620,0.763359,0.788830,1.229200,1.8400,0.00959877,0.145773,0.6650,0.132450
200404,0.7210,0.729341,0.770179,1.197500,1.7744,0.00906043,0.145507,0.6242,0.130847
200405,0.7138,0.731743,0.797894,1.221700,1.8330,0.00907606,0.148686,0.6285,0.134086
200406,0.6952,0.745879,0.798722,1.217900,1.8126,0.00913826,0.144134,0.6322,0.132890
200407,0.7035,0.752106,0.781494,1.203200,1.8183,0.00897747,0.142674,0.6360,0.130200
200408,0.7071,0.759532,0.791077,1.218300,1.8031,0.00917431,0.145248,0.6564,0.133476
200409,0.7244,0.790639,0.801860,1.241700,1.8090,0.00907441,0.148655,0.6755,0.137193
200410,0.7468,0.819068,0.834168,1.274600,1.8345,0.00943040,0.156475,0.6834,0.140897
200411,0.7723,0.840195,0.875580,1.325900,1.9073,0.00970497,0.162890,0.7143,0.148449
200412,0.7805,0.830979,0.876271,1.353800,1.9160,0.00973899,0.164490,0.7203,0.149954
200501,0.7759,0.806712,0.841963,1.304900,1.8850,0.00965717,0.157337,0.7112,0.143310
200502,0.7940,0.813339,0.863185,1.327400,1.9249,0.00959233,0.161267,0.7288,0.146466
200503,0.7729,0.826856,0.836680,1.296900,1.8888,0.00932662,0.157602,0.7126,0.141563
200504,0.7834,0.795672,0.840477,1.291900,1.9122,0.00955657,0.159266,0.7345,0.140601
200505,0.7591,0.799233,0.803406,1.234900,1.8231,0.00926183,0.155589,0.7065,0.134938
200506,0.7618,0.815927,0.779606,1.209800,1.7930,0.00901632,0.152950,0.6959,0.128166
200507,0.7594,0.815860,0.777001,1.212900,1.7593,0.00890869,0.154357,0.6834,0.128843
200508,0.7514,0.840831,0.797067,1.233000,1.8012,0.00902201,0.156924,0.6932,0.132277
200509,0.7643,0.861549,0.775795,1.205800,1.7696,0.00882690,0.153067,0.6938,0.129383
200510,0.7480,0.847745,0.775194,1.199500,1.7689,0.00859402,0.153962,0.7003,0.125804
200511,0.7394,0.856898,0.760572,1.179000,1.7321,0.00835701,0.148383,0.7027,0.123865
200512,0.7342,0.857927,0.760572,1.184200,1.7188,0.00848320,0.148271,0.6845,0.125992
200601,0.7572,0.874432,0.782228,1.215800,1.7820,0.00855578,0.150292,0.6857,0.131529
200602,0.7430,0.878812,0.762718,1.192500,1.7539,0.00863409,0.148205,0.6634,0.126336
200603,0.7165,0.856898,0.767754,1.213900,1.7393,0.00851209,0.152765,0.6164,0.128778
200604,0.7593,0.892618,0.805737,1.262400,1.8220,0.00878812,0.162219,0.6368,0.135908
200605,0.7519,0.906865,0.822436,1.283300,1.8732,0.00890789,0.164780,0.6366,0.138614
200606,0.7423,0.896861,0.816526,1.277900,1.8491,0.00873286,0.160720,0.6105,0.138629
200607,0.7664,0.884251,0.812282,1.276400,1.8685,0.00873820,0.162359,0.6165,0.138606
200608,0.7630,0.903669,0.810636,1.279300,1.9024,0.00852152,0.158263,0.6545,0.138068
200609,0.7461,0.896781,0.799744,1.268700,1.8716,0.00847529,0.153721,0.6530,0.136748
200610,0.7743,0.890710,0.804894,1.277300,1.9084,0.00856018,0.153092,0.6707,0.138675
200611,0.7896,0.876194,0.835701,1.326100,1.9693,0.00865426,0.162543,0.6850,0.146346
200612,0.7884,0.858222,0.820008,1.319700,1.9586,0.00840195,0.160547,0.7046,0.146323
200701,0.7740,0.848033,0.801925,1.299800,1.9611,0.00826310,0.159729,0.6856,0.143569
200702,0.7892,0.854701,0.820412,1.323000,1.9613,0.00845094,0.163090,0.7012,0.142898
200703,0.8104,0.867303,0.824674,1.337400,1.9685,0.00850629,0.164544,0.7158,0.143191
200704,0.8326,0.903506,0.828912,1.366000,2.0000,0.00837240,0.168234,0.7425,0.149309
200705,0.8272,0.934492,0.816193,1.345300,1.9797,0.00821288,0.165555,0.7365,0.144527
200706,0.8491,0.940380,0.816993,1.352000,2.0063,0.00810438,0.169658,0.7730,0.146081
200707,0.8594,0.938438,0.831878,1.371100,2.0364,0.00839419,0.172159,0.7715,0.148927
200708,0.8157,0.946970,0.828432,1.364100,2.0165,0.00863334,0.171792,0.7025,0.145302
200709,0.8855,1.004117,0.856751,1.421900,2.0389,0.00869792,0.184860,0.7568,0.154452
200710,0.9271,1.053075,0.862887,1.446800,2.0777,0.00867528,0.185642,0.7693,0.157213
200711,0.8848,0.999300,0.885975,1.468800,2.0567,0.00900739,0.180979,0.7671,0.156725
200712,0.8776,1.012043,0.882690,1.460300,1.9843,0.00895175,0.184128,0.7678,0.154875
200801,0.8968,0.998203,0.922084,1.484100,1.9895,0.00936856,0.184754,0.7884,0.156843
200802,0.9370,1.020825,0.958313,1.518700,1.9864,0.00959785,0.192082,0.8027,0.162033
200803,0.9132,0.973236,1.007963,1.580500,1.9855,0.01001502,0.196746,0.7860,0.168464
200804,0.9419,0.990884,0.959509,1.556800,1.9847,0.00956663,0.195408,0.7810,0.166917
200805,0.9551,1.006239,0.959141,1.556000,1.9793,0.00948227,0.196572,0.7838,0.166781
200806,0.9562,0.981836,0.980200,1.574800,1.9906,0.00941886,0.196468,0.7609,0.166091
200807,0.9415,0.974564,0.953380,1.558900,1.9806,0.00925069,0.194844,0.7340,0.165202
200808,0.8563,0.940645,0.907523,1.466900,1.8190,0.00920048,0.184362,0.6991,0.155282
200809,0.7904,0.943663,0.893735,1.408100,1.7804,0.00943931,0.169808,0.6690,0.143970
200810,0.6574,0.822504,0.856971,1.268200,1.6165,0.01017501,0.149056,0.5815,0.128508
200811,0.6546,0.809061,0.822030,1.269400,1.5348,0.01047559,0.142814,0.5500,0.123154
200812,0.6983,0.816993,0.936944,1.391900,1.4619,0.01101443,0.143357,0.5815,0.126952
200901,0.6380,0.808734,0.861178,1.280400,1.4413,0.01113214,0.144596,0.5084,0.119550
200902,0.6419,0.786782,0.856751,1.266200,1.4276,0.01023123,0.141896,0.5030,0.110816
200903,0.6925,0.793273,0.877578,1.326100,1.4300,0.01008573,0.148287,0.5692,0.121180
200904,0.7317,0.837591,0.877039,1.324400,1.4799,0.01012556,0.152277,0.5695,0.125185
200905,0.7993,0.912659,0.935279,1.412600,1.6160,0.01046572,0.158381,0.6370,0.131196
200906,0.8055,0.860141,0.920217,1.402000,1.6452,0.01037129,0.155390,0.6447,0.129396
200907,0.8339,0.926698,0.937383,1.427900,1.6713,0.01057753,0.163540,0.6605,0.138560
200908,0.8439,0.911826,0.946163,1.435400,1.6314,0.01077354,0.166525,0.6856,0.140637
200909,0.8824,0.932923,0.963855,1.463000,1.6004,0.01117443,0.173091,0.7233,0.143367
200910,0.9038,0.928764,0.976753,1.475500,1.6479,0.01104972,0.175593,0.7230,0.141828
200911,0.9143,0.946074,0.995025,1.499400,1.6409,0.01161170,0.175660,0.7151,0.143023
200912,0.8979,0.955932,0.965437,1.433200,1.6167,0.01074345,0.172715,0.7255,0.139798
201001,0.8873,0.938791,0.947239,1.387000,1.6009,0.01106439,0.168916,0.7046,0.135406
201002,0.8961,0.950570,0.933620,1.366000,1.5239,0.01125619,0.169515,0.7000,0.140825
201003,0.9169,0.984640,0.949848,1.352600,1.5186,0.01070664,0.168387,0.7098,0.138835
201004,0.9306,0.988924,0.928764,1.330200,1.5308,0.01061121,0.169477,0.7320,0.138200
201005,0.8491,0.952653,0.867002,1.236900,1.4492,0.01101200,0.155359,0.6798,0.128301
201006,0.8682,0.964413,0.914328,1.233200,1.4985,0.01119194,0.154808,0.7099,0.129199
