Date,AUD,CAD,CHF,EUR,GBP,JPY,NOK,NZD,SEK,USD
200706,516.45,369.61,199.22,218.11,466.67,171.28,420.90,725.92,451.53,374.39
200707,517.59,369.96,198.05,219.37,464.00,171.11,420.08,727.06,450.66,374.39
200708,518.73,368.90,197.86,219.16,465.33,171.97,419.67,728.21,450.66,373.68
200709,519.87,369.61,198.05,219.37,465.78,171.97,422.54,729.36,455.02,374.74
200710,521.50,368.55,199.81,220.00,468.00,172.48,423.36,732.34,457.64,375.44
200711,523.13,369.61,200.78,221.05,469.33,172.14,430.33,735.32,460.70,377.54
200712,524.76,369.96,201.17,222.32,472.00,172.48,434.02,738.30,461.57,377.19
200801,527.04,369.26,200.58,221.68,468.89,172.14,431.97,739.91,458.08,379.30
200802,529.32,370.67,200.97,222.74,472.44,171.79,434.02,741.51,459.83,380.35
200803,531.60,372.08,201.56,223.79,474.22,172.65,434.43,743.12,464.19,383.51
200804,534.20,374.91,203.12,223.37,478.22,172.48,434.02,747.25,466.38,385.96
200805,536.81,378.45,204.68,224.63,481.33,173.85,434.43,751.38,468.12,389.12
200806,539.41,381.27,205.07,225.26,484.44,174.70,435.25,755.50,470.31,392.98
200807,541.53,382.33,204.29,226.53,484.44,175.04,438.11,759.17,469.43,395.09
200808,543.65,381.98,203.70,225.89,487.56,175.56,438.52,762.84,470.31,393.68
200809,545.77,382.33,203.90,225.68,490.22,175.56,445.08,766.51,475.11,392.98
200810,545.28,378.09,205.07,225.26,488.89,175.38,446.72,765.37,475.98,389.12
200811,544.79,377.03,203.70,224.21,488.44,173.85,444.26,764.22,472.05,381.75
200812,544.30,374.20,202.53,224.84,486.67,173.16,443.03,763.07,465.50,377.54
200901,544.46,373.14,200.97,223.79,483.11,172.14,441.80,763.76,463.76,379.30
200902,544.63,375.97,201.36,225.05,487.11,171.62,445.08,764.45,464.19,381.40
200903,544.79,376.68,200.78,224.84,488.00,172.14,445.49,765.14,465.50,382.11
200904,545.60,376.33,202.53,224.84,489.33,172.31,446.72,766.51,465.94,383.16
200905,546.42,378.80,202.73,224.63,492.00,171.97,447.54,767.89,466.38,384.21
200906,547.23,380.21,203.12,225.47,493.33,171.62,450.41,769.27,467.25,387.37
200907,549.02,378.80,201.75,225.47,492.89,171.11,447.54,772.71,465.50,387.02
200908,550.81,378.80,201.95,225.89,495.11,171.62,446.72,776.15,466.38,387.72
200909,552.61,378.80,201.95,225.05,495.56,171.62,450.41,779.59,467.69,388.07
200910,553.58,378.45,203.31,225.26,496.44,170.94,449.59,779.13,469.00,388.42
200911,554.56,380.57,203.70,225.05,497.78,170.60,450.82,778.67,469.00,388.77
200912,555.54,379.15,203.12,226.95,500.44,170.26,452.05,778.21,469.87,388.07
201001,557.17,380.21,202.92,225.47,499.56,169.91,452.87,779.13,466.81,389.47
201002,558.79,381.98,203.31,226.32,501.78,169.74,458.61,780.05,469.87,389.47
201003,560.42,381.98,203.51,227.37,504.44,170.26,460.66,780.96,470.74,390.88
201004,561.73,383.04,205.26,227.16,507.56,170.26,461.48,783.03,470.74,391.58
201005,563.03,384.03,205.07,227.37,508.44,170.43,459.02,785.09,471.62,391.88
201006,,,,,,,,,,
